City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
360,Sorland,NO,43.0,light rain,67.667,12.6934,Sjybrygga fiskecamp
361,Homer,US,44.49,broken clouds,59.6425,-151.5483,Beluga Lake Lodge
362,Talcahuano,CL,59.07,broken clouds,-36.7167,-73.1167,departamento comodo
363,Tokuyama,JP,51.42,overcast clouds,34.05,131.8167,Toyoko INN Tokuyama eki Shinkansenguchi
364,Mwense,ZM,67.26,light rain,-10.3845,28.698,Mwense Council Guest House
366,Ostrovnoy,RU,27.32,clear sky,68.0531,39.5131,
367,Dawson Creek,CA,42.69,few clouds,55.7666,-120.2362,Peace Villa Motel
368,Aquiraz,BR,82.06,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
369,Gamba,GA,77.92,light rain,-2.65,10.0,
370,Bangassou,CF,77.04,overcast clouds,4.7413,22.8184,
371,Olinda,BR,82.13,light rain,-8.0089,-34.8553,Flat Quatro Rodas Olinda
372,Bima,ID,76.44,few clouds,-8.4667,118.7167,Lambitu Hotel
373,Bialogard,PL,37.94,broken clouds,54.007,15.9875,"""100-SIO"" Apartamenty w Białogardzie"
374,Meulaboh,ID,74.43,moderate rain,4.1363,96.1285,Kost Pria
375,Loubomo,CG,72.3,light rain,-4.1997,12.6739,La Dolisienne
376,Emerald,AU,73.35,clear sky,-23.5333,148.1667,The Irish Village
377,Havelock,US,67.98,overcast clouds,34.8791,-76.9013,Sherwood Motel
378,Ferrol,ES,53.37,few clouds,43.4832,-8.2369,Hotel Spa Sercotel Odeón
379,Port-Cartier,CA,23.76,light snow,50.0334,-66.8654,Le Q'Artier
380,Marzuq,YE,63.55,clear sky,14.4,46.4667,
381,Itaguai,BR,82.67,scattered clouds,-22.8522,-43.7753,It Grande Hotel Itaguai
382,Quimper,FR,45.18,clear sky,48.0,-4.1,Hôtel Oceania Quimper
383,Corinto,GR,51.89,clear sky,37.9407,22.9573,Ephira Hotel
384,Sakakah,SA,43.99,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
385,Uray,RU,21.54,overcast clouds,60.1247,64.7758,Hotel Pioner
386,Lasa,IT,43.02,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
387,West Bay,KY,85.06,few clouds,19.3667,-81.4167,Calypso Cove
388,Dolores Hidalgo,MX,79.79,scattered clouds,21.1561,-100.9308,Hotel Hidalgo
389,Mochudi,BW,64.53,overcast clouds,-24.4167,26.15,RASESA LODGE
390,Chapais,CA,29.98,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
391,Muisne,EC,80.92,overcast clouds,0.6,-80.0333,Quinta Samay
392,Bowmore,US,66.11,moderate rain,34.9421,-79.3031,
393,Bonito,BR,76.35,clear sky,-21.1211,-56.4819,Marruá Hotel
394,Plouzane,FR,44.65,scattered clouds,48.3833,-4.6167,Lymina
396,Ghanzi,BW,71.8,broken clouds,-21.5667,21.7833,Ghanzi Farmhouse
397,Chake Chake,TZ,78.08,scattered clouds,-5.2459,39.7666,Hotel Archipelago
398,Sungaipenuh,ID,62.33,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
399,Mezen,RU,21.58,broken clouds,65.8522,44.24,Gostevoy Dom Everest
401,Ginir,ET,62.15,scattered clouds,7.1333,40.7,Sura Dare Village
402,Sinjar,IQ,38.57,clear sky,36.3209,41.8754,زوماني فون 1
404,Haines Junction,CA,35.92,overcast clouds,60.7522,-137.5108,Parkside Inn
405,Karwar,IN,75.79,overcast clouds,14.8,74.1333,Netalco Connects
406,Saint-Augustin,CA,11.21,overcast clouds,51.226,-58.6502,
407,Tateyama,JP,51.1,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
408,Goma,CD,64.31,overcast clouds,-1.6792,29.2228,"Goma, CENTRE D'ACCUEIL CARITAS"
409,Namibe,AO,71.37,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
410,Esperance,AU,65.28,clear sky,-33.8667,121.9,Hospitality Esperance
411,Cayenne,GF,81.09,heavy intensity rain,4.9333,-52.3333,Hôtel Le Dronmi
412,Wentzville,US,75.87,clear sky,38.8114,-90.8529,Fairfield Inn & Suites by Marriott St. Louis West/Wentzville
413,Yarim,YE,55.45,clear sky,14.298,44.3779,وليد المسوري ابو اسد
414,Yelan-Koleno,RU,16.63,overcast clouds,51.1523,41.2306,Gostinitsa Transamiak
415,Shenjiamen,CN,59.4,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
416,Grindavik,IS,27.07,scattered clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
417,Machiques,VE,85.66,overcast clouds,10.0644,-72.545,hotel el markes
418,Okha,RU,23.56,overcast clouds,53.5739,142.9478,Sakhalin-Sfera
419,Vostok,RU,16.29,overcast clouds,46.4856,135.8833,
420,Banda Aceh,ID,77.83,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
421,Wichita Falls,US,83.41,clear sky,33.9137,-98.4934,Quality Inn & Suites Wichita Falls I-44
422,Mount Isa,AU,78.57,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
423,Arman,RU,8.2,few clouds,59.7,150.1667,
424,Falun,SE,32.41,overcast clouds,60.6036,15.626,First Hotel Grand
425,Ewa Beach,US,83.57,scattered clouds,21.3156,-158.0072,Base Lodging
426,Korla,CN,47.48,overcast clouds,41.7597,86.1469,Gulisitan Hotel
427,Shelburne,CA,45.75,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
428,Gallup,US,62.44,broken clouds,35.5281,-108.7426,El Capitan Motel
429,Albertville,US,65.66,overcast clouds,34.2676,-86.2089,Microtel Inn & Suites by Wyndham Albertville
430,Iralaya,HN,79.14,light rain,15.0,-83.2333,Iglesia morava renovada
431,Hami,CN,45.41,overcast clouds,42.8,93.45,Laoyutang Resort
432,Los Llanos De Aridane,ES,60.55,broken clouds,28.6585,-17.9182,Valle Aridane
434,Namatanai,PG,82.44,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
435,Obo,CF,76.32,scattered clouds,5.3998,26.4869,
436,San Andres,CO,84.22,few clouds,12.5847,-81.7006,Hotel Arena Blanca
437,South Venice,US,78.98,mist,27.0531,-82.4243,"Island Sun Inn & Suites - Venice, Florida Historic Downtown & Beach Getaway"
438,Fallon,US,58.91,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
439,Itarema,BR,76.33,light rain,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
440,Sakaiminato,JP,49.93,overcast clouds,35.55,133.2333,Matsuya
441,Kungurtug,RU,7.74,light snow,50.5994,97.5228,
442,Esso,RU,13.23,scattered clouds,55.9333,158.7,Paramushir Tur
443,Belyy Yar,RU,15.69,light shower snow,53.6039,91.3903,Pasportnyy Stol
444,Oxford,GB,43.75,broken clouds,51.7522,-1.256,Malmaison Oxford
445,Mpophomeni,ZA,56.52,light rain,-29.5682,30.1862,Yellowhouse Lodge
446,Roma,US,57.72,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
447,Camocim,BR,76.23,moderate rain,-2.9022,-40.8411,Ilha Praia Hotel
448,Kuching,MY,75.42,few clouds,1.55,110.3333,Hilton Kuching
449,Kaz,RU,10.15,overcast clouds,52.9113,87.3105,
450,Salalah,OM,75.16,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
451,Kasempa,ZM,64.42,light rain,-13.4584,25.8338,Lolelunga Forest Reserve
452,Leh,IN,13.96,clear sky,34.1667,77.5833,Hotel Ladakh Greens
453,Kamina,CD,66.06,moderate rain,-8.7386,24.9906,Guest House Florvia
454,Misratah,LY,58.91,broken clouds,32.3754,15.0925,Almasa Hotel
455,Kautokeino,NO,23.99,broken clouds,69.0125,23.0412,Thon Hotel Kautokeino
456,Riberalta,BO,77.2,light rain,-10.9833,-66.1,Hotel Colonial
457,Selfoss,IS,21.04,light snow,63.9331,-20.9971,Selfoss HI Hostel
458,Santa Rosalia,MX,81.43,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
459,Mnogovershinnyy,RU,17.26,light snow,53.9353,139.9242,Obshchezhitiye 14
460,Neuquen,AR,84.09,clear sky,-38.9516,-68.0591,Hotel del Comahue
461,Cockburn Town,TC,77.99,clear sky,21.4612,-71.1419,Osprey Beach Hotel
462,Tocache,PE,78.48,light rain,-8.1842,-76.5125,Hotel Ortiz
463,Camacha,PT,58.42,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
464,Araguari,BR,68.41,light rain,-18.6472,-48.1872,Big Executive Hotel - Araguari MG
465,Roebourne,AU,90.0,broken clouds,-20.7833,117.1333,Latitude20 Roebourne Village
466,Jumla,NP,46.85,clear sky,29.2747,82.1838,Royal Garden Hotel
468,Rosetown,CA,38.44,few clouds,51.5501,-108.0014,Travelodge by Wyndham Rosetown
469,Lunavada,IN,80.02,overcast clouds,23.1333,73.6167,Arunoday Hotel & Guest House
470,Muzhi,RU,10.56,broken clouds,65.3667,64.6667,Gostinitsa
471,Montgomery,US,69.28,clear sky,39.1501,-77.1997,"Holiday Inn Gaithersburg, an IHG Hotel"
472,Draguignan,FR,55.78,overcast clouds,43.5333,6.4667,Hôtel du Parc
473,Warren,US,69.19,overcast clouds,39.4334,-84.1666,The Golden Lamb Restaurant & Hotel
474,Rusape,ZW,61.74,light rain,-18.5278,32.1284,Surrey Lodge
476,Marsh Harbour,BS,77.32,broken clouds,26.5412,-77.0636,Abaco Beach Resort
477,Foz,ES,49.95,overcast clouds,43.5692,-7.2544,Hotel Balcón de San Bartolo
478,Roald,NO,47.32,light rain,62.5833,6.1333,Flem Cabins
479,Qianguo,CN,8.35,clear sky,45.1171,124.8568,Guo'er Luosi Hotel
480,Zharkent,KZ,43.2,overcast clouds,44.1628,80.0,гостиница Satti
481,Aktash,RU,0.05,light snow,50.3,87.7333,Yolki Zelonyye
482,Rovaniemi,FI,31.41,clear sky,66.5,25.7167,Arctic City Hotel
483,Pemangkat,ID,78.31,light rain,1.1667,108.9667,Ramah Kost KITA
484,Marau,BR,68.32,overcast clouds,-28.4492,-52.2,Hotel Pousada Tordilho Negro
486,Diamantina,BR,64.08,few clouds,-18.2494,-43.6003,POUSADA OURO DE MINAS
488,Waingapu,ID,77.81,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
489,Coxim,BR,81.41,broken clouds,-18.5067,-54.76,Hotel Avenida
490,Albanel,CA,34.57,overcast clouds,48.8832,-72.4487,Camping municipal d'Albanel
491,Vardo,NO,26.58,clear sky,70.3705,31.1107,Vardø Hotel AS
492,Houma,US,72.0,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
493,San Ramon,US,74.75,clear sky,37.7799,-121.978,San Ramon Marriott
494,Novopokrovka,UA,16.39,few clouds,49.8425,36.5477,Пудж дом
495,Kieta,PG,82.11,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
496,Chippenham,GB,43.43,broken clouds,51.46,-2.1247,Premier Inn Chippenham hotel
497,Golden,US,55.89,overcast clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
498,Marawi,PH,68.14,overcast clouds,7.9986,124.2928,Derogongan Residence
499,Longyearbyen,SJ,35.44,few clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
500,Muros,ES,55.09,few clouds,42.7762,-9.0603,Apartment Av. Castelao
501,Chimbote,PE,76.68,overcast clouds,-9.0853,-78.5783,Hotel Briliá
502,Nemuro,JP,30.29,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
503,Charters Towers,AU,73.81,broken clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
504,Morvi,IN,77.07,broken clouds,22.8167,70.8333,RE:GEN:TA Inn Morbi
505,Mehamn,NO,33.71,clear sky,71.0357,27.8492,Mehamn Arctic Hotel AS
506,Vestmannaeyjar,IS,36.27,light rain,63.4427,-20.2734,Glamping & Camping
507,Santiago Atitlan,GT,78.91,light rain,14.6382,-91.229,Tiosh Abaj
508,Jurado,CO,81.18,light rain,7.1053,-77.7641,
509,Zhaotong,CN,53.64,broken clouds,27.3167,103.7167,Jingguan Home
510,Taltal,CL,69.19,broken clouds,-25.4,-70.4833,Residencial Karime
511,Teguldet,RU,7.68,overcast clouds,57.3064,88.1667,
512,Le Port,RE,80.56,broken clouds,-20.9373,55.2919,KORBEY D'OR OUEST
513,Archidona,ES,50.67,overcast clouds,37.0965,-4.3887,Hotel Escua
514,Dezhou,CN,35.53,overcast clouds,37.4486,116.2925,Zhongtai International Hotel
515,Sao Joao Da Barra,BR,79.11,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
516,Santona,ES,55.08,overcast clouds,43.4439,-3.4576,Playamar
518,Los Andes,CL,73.0,scattered clouds,-32.8337,-70.5983,Hotel Los Andes
519,Mahina,PF,85.77,few clouds,-17.5065,-149.489,Relais de la Maroto
520,Lorengau,PG,83.97,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
521,Bairiki,KI,84.2,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
522,Kushiro,JP,32.95,broken clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
523,Prince Rupert,CA,43.9,light rain,54.3161,-130.3201,Crest Hotel
524,Quatre Cocos,MU,78.1,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
525,Cloquet,US,49.8,clear sky,46.7216,-92.4594,Super 8 by Wyndham Cloquet
526,Abalak,RU,11.39,overcast clouds,58.1286,68.5944,Туристический комплекс Абалак
527,Hit,IQ,46.0,clear sky,33.6416,42.8251,صالون زيرو
528,Matagami,CA,31.12,overcast clouds,49.7502,-77.6328,Hôtel Matagami
529,Great Yarmouth,GB,49.01,light rain,52.6083,1.7305,Comfort Hotel Great Yarmouth
530,Wahiawa,US,80.35,overcast clouds,21.5028,-158.0236,The Inn At Schofield
531,Biak,ID,76.82,overcast clouds,-0.9131,122.8766,Penginapan Kim
532,Esna,EG,55.09,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
533,Dickson,US,61.97,overcast clouds,36.077,-87.3878,East Hills Bed & Breakfast Inn
534,Deming,US,78.69,clear sky,32.2687,-107.7586,Best Western Deming Southwest Inn
535,Ust-Ishim,RU,11.01,overcast clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
536,Calama,CL,64.89,broken clouds,-22.4667,-68.9333,Park Hotel Calama
537,Flinders,AU,69.06,scattered clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
538,Kavaratti,IN,82.72,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
539,Itapora,BR,78.26,clear sky,-22.0799,-54.7874,Hotel Santa Fé
540,Pauini,BR,77.2,light rain,-7.7136,-66.9764,Casa do Kiwliks
541,Candelaria,PH,75.18,overcast clouds,13.9311,121.4233,Casa de Provincia
542,Nador,MA,57.45,clear sky,35.174,-2.9287,Hôtel La Giralda
543,Sistranda,NO,46.36,overcast clouds,63.7256,8.834,Hotell Frøya
544,Meybod,IR,57.22,overcast clouds,32.2501,54.0166,Traditional Hotel Restaurant Haji Malek
545,Virginia Beach,US,68.0,broken clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
546,Wasilla,US,40.95,light rain,61.5814,-149.4394,Alaska's Select Inn Wasilla
547,Bor,RU,17.53,few clouds,56.3567,44.0669,Oktyabrskaya Hotel
548,High Level,CA,32.43,overcast clouds,58.5169,-117.136,Days Inn by Wyndham High Level
550,Bellmead,US,81.09,clear sky,31.594,-97.1089,Hampton Inn Waco
552,Mariakani,KE,73.71,few clouds,-3.8633,39.4736,The County Luxury Comfort Hotels Ltd
553,Riosucio,CO,66.31,light rain,5.4216,-75.7032,Finca Cafe La Ermita
554,Casper,US,43.39,overcast clouds,42.8666,-106.3131,Ramkota Hotel
555,Hukuntsi,BW,69.26,clear sky,-24.0,21.75,Entabeni Hotel
556,Kahului,US,87.82,few clouds,20.8947,-156.47,Maui Seaside Hotel
557,Alice Springs,AU,78.35,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
558,Maningrida,AU,79.02,broken clouds,-12.0667,134.2667,Dhukurrdji Lodge
559,Igrim,RU,9.36,overcast clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
560,Hamakita,JP,54.84,few clouds,34.8,137.7833,Marino
561,Bandarbeyla,SO,76.33,clear sky,9.4942,50.8122,JABIR HOTEL
562,Clonmel,IE,44.42,clear sky,52.355,-7.7039,Clonmel Park Hotel
563,Brokopondo,SR,76.41,light rain,4.75,-55.1667,Matu Island
564,Ojinaga,MX,88.41,clear sky,29.5667,-104.4167,Suites Las Palmas
565,Northam,GB,44.62,clear sky,51.0333,-4.2167,Durrant House Hotel
566,Ecoporanga,BR,73.74,scattered clouds,-18.3733,-40.8306,Hotel Bar e Restaurante do Dico
567,Angoche,MZ,76.44,light rain,-16.2325,39.9086,Guest House HESADA
568,Shache,CN,55.49,clear sky,38.4167,77.2406,Delong Hotel
569,Tigil,RU,1.89,overcast clouds,57.8,158.6667,Tigil'
570,Saint-Francois,FR,49.41,clear sky,46.4154,3.9054,Manoir Du Bonheur
571,Trairi,BR,76.71,overcast clouds,-3.2778,-39.2689,janelas do mar
572,Ternate,ID,80.83,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
574,Kamenka,RU,17.15,overcast clouds,51.3223,42.7678,
575,Amuntai,ID,72.25,broken clouds,-2.4177,115.2494,Hotel Balqis
576,Kemi,FI,31.77,clear sky,65.8596,24.8228,
577,Ippy,CF,82.6,broken clouds,6.2679,21.2247,
578,Eyl,SO,75.16,few clouds,7.9803,49.8164,Amiin Hotel
579,Puerto Leguizamo,CO,75.94,light rain,-0.1934,-74.7819,la casona de juancho
580,Iernut,RO,34.56,fog,46.45,24.25,Coroana
581,Gat,IL,48.4,few clouds,31.61,34.7642,OlusHome
583,Filadelfia,US,69.15,broken clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
584,Gavrilov Posad,RU,10.35,scattered clouds,56.5597,40.1175,
585,Snasa,NO,38.61,overcast clouds,64.2457,12.3778,Snåsa Hotell AS
586,Praia Da Vitoria,PT,59.76,overcast clouds,38.7333,-27.0667,Hotel Branco I
587,San Quintin,MX,63.88,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
588,Oussouye,SN,71.28,scattered clouds,12.485,-16.5469,Auberge du Routard
589,Riyadh,SA,53.74,overcast clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
590,Dandong,CN,28.96,broken clouds,40.1292,124.3947,Yiranju Farmstay
591,Labuhan,ID,76.78,clear sky,-6.8844,112.2051,DoubleFAG
592,Laurens,US,75.63,overcast clouds,32.4502,-82.9165,"Holiday Inn Express & Suites Dublin, an IHG Hotel"
593,Kayes,ML,85.91,clear sky,14.0,-11.0,
594,Paita,PE,79.43,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
595,Cravo Norte,CO,89.22,broken clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
596,Sumbe,AO,75.96,broken clouds,-11.2061,13.8437,Hotel Ritz Sumbe
597,Kinsale,IE,39.24,few clouds,51.7075,-8.5306,Actons Hotel Kinsale
598,Suoyarvi,RU,15.75,broken clouds,62.0833,32.35,Mini-Hotel Comfort
601,Bhaderwah,IN,55.33,clear sky,32.9784,75.7186,Hotel Shiv Residency and Restaurant Bhaderwah (J&K)
602,Nelson Bay,AU,71.1,scattered clouds,-32.7167,152.15,Mantra Nelson Bay
603,Oksfjord,NO,32.07,broken clouds,70.2396,22.3479,
604,Serov,RU,17.89,overcast clouds,59.6033,60.5787,Five Stars Hotel
605,Chippewa Falls,US,57.38,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
606,Hobyo,SO,77.99,few clouds,5.3505,48.5268,Iftin hotel hobyo
607,Sibolga,ID,76.01,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
609,Touros,BR,80.35,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
610,Mozarlandia,BR,76.87,broken clouds,-14.7447,-50.5706,Hotel Santa Mônica
611,Bani,DO,81.84,light rain,18.2833,-70.3333,Hospedaje Henriquez
612,Campbellsville,US,64.51,overcast clouds,37.3434,-85.3419,"Holiday Inn Express Campbellsville, an IHG Hotel"
613,Norrtalje,SE,33.03,clear sky,59.758,18.705,Norrtälje Vandrarhem Hvilan
614,Jinzhou,CN,23.58,scattered clouds,41.1078,121.1417,Sheraton Jinzhou Hotel
615,Mecca,SA,67.64,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
616,Tual,ID,83.86,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
617,Jinka,ET,71.73,scattered clouds,5.65,36.65,
618,Oda,JP,48.97,overcast clouds,35.1833,132.5,Sky Hotel Oda
619,Cervo,ES,52.97,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
620,Along,IN,62.2,scattered clouds,28.1667,94.7667,Hotel West
621,Havre-Saint-Pierre,CA,26.6,light snow,50.2334,-63.5986,Auberge Niapiskau
622,Magadan,RU,10.31,scattered clouds,59.5667,150.8,Magadan hotel
623,Preobrazheniye,RU,23.32,scattered clouds,42.9019,133.9064,Campsite Orlan
624,Sandwick,GB,42.62,overcast clouds,60.0,-1.25,Beach House Self-Catering Accomodation
625,Teguise,ES,61.02,scattered clouds,29.0605,-13.564,B&B La Casona de Nazaret
627,Half Moon Bay,US,74.62,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
628,Santa Rosa,PH,82.02,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
629,Barra Patuca,HN,81.27,light rain,15.8,-84.2833,
630,Atar,MR,66.87,clear sky,20.5169,-13.0499,Oumou Elghoura
631,Batangafo,CF,82.29,broken clouds,7.3008,18.2833,OCHA Office
632,Aksu,CN,48.94,clear sky,41.1231,80.2644,Pudong Holiday Hotel
633,Saint Anthony,US,56.08,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
634,Hinton,CA,42.21,clear sky,53.4001,-117.5857,Econo Lodge & Suites
636,Mandalgovi,MN,18.81,overcast clouds,45.7625,106.2708,В.Ганбат
637,Uyuni,BO,53.33,overcast clouds,-20.4597,-66.825,Hostal La Magia de Uyuni
638,Dongli,CN,69.6,overcast clouds,23.5656,116.8194,Chenghai Shizhang Donghuaqiao Hostel
639,Raga,SS,71.28,overcast clouds,8.4596,25.678,
640,Merauke,ID,82.63,overcast clouds,-8.4667,140.3333,
641,Bon Accord,CA,45.95,broken clouds,53.8335,-113.4187,
642,Lima,PE,77.14,clear sky,-12.0432,-77.0282,Hotel Kamana
643,Kyabe,TD,81.61,scattered clouds,9.4515,18.9449,
644,Ketchikan,US,42.78,moderate rain,55.3422,-131.6461,Snow's Cove Lodge
645,Atambua,ID,73.56,moderate rain,-9.1061,124.8925,Kost Alfa Flat
646,Saint-Pierre,RE,78.48,few clouds,-21.3393,55.4781,Lindsey Hôtel
647,Kerman,IR,60.66,clear sky,30.2832,57.0788,هتل آپارتمان آسام
648,Jasper,US,74.89,clear sky,37.2001,-94.3502,Guest House Motel
649,Kaspiyskiy,RU,28.24,few clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
650,Quzhou,CN,66.34,moderate rain,28.9594,118.8686,Quzhou Jiujiu Business Hotel
651,Lubango,AO,57.04,clear sky,-14.9172,13.4925,Hotel Serra da Chela
652,Hvide Sande,DK,38.08,scattered clouds,56.0045,8.1294,Hvide Sande Hotel
653,Bud,US,71.67,clear sky,39.447,-86.1758,Ted McQuinn Trust
654,French Harbor,HN,84.2,few clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
655,Ningxiang,CN,35.85,broken clouds,37.34,111.2052,IU Hotel Luliang Xiaoyi Zhenxing Street
656,Kearney,US,64.56,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
657,Pimentel,PE,80.89,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
658,Viedma,AR,91.49,clear sky,-40.8135,-62.9967,Hotel Cristal
659,Imbituba,BR,66.81,light rain,-28.24,-48.6703,Praia Hotel Imbituba
660,Fort Nelson,CA,40.59,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
661,Arkadak,RU,16.74,overcast clouds,51.9326,43.4978,Khoper
662,Shieli,KZ,41.36,overcast clouds,44.1667,66.75,Gostinitsa Aybek Shieli
663,Boende,CD,70.79,overcast clouds,-0.2167,20.8667,
665,Marsa Matruh,EG,53.08,clear sky,31.3525,27.2453,Beau Site
666,Faridpur,BD,72.9,few clouds,23.6,89.8333,Progoti Muslim hostel
